SPOTIFY
acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;time_signature;valence;target;song_title;artist;V18
0,056500000000000;0,853;205879;0,5470;0,000000000000000;1;0,3410;-7535,000;1;0,1940;142065,00;4;0,6770;1;Jumpman;Drake;
0,012800000000000;0,747;213507;0,7050;0,000000000000000;9;0,1260;-5137,000;0;0,1260;136024,00;4;0,5710;1;43411;BeyoncÇ;
0,135000000000000;0,777;237187;0,5910;0,000055000000000;1;0,1260;-7431,000;0;0,0327;124111,00;4;0,8480;1;Somebody's Watching Me;Rockwell;
0,000410000000000;0,731;324541;0,8520;0,625000000000000;11;0,3580;-6,080;1;0,0476;125008,00;4;0,6220;1;Bang That;Disclosure;
0,003560000000000;0,760;186122;0,4020;0,000000000000000;8;0,3330;-8751,000;1;0,1640;147028,00;4;0,0690;1;I Don't Sell Molly No More;ILoveMakonnen;
0,001560000000000;0,624;183000;0,7920;0,000001540000000;10;0,0772;-5,330;0;0,0473;139,94;4;0,3180;1;Versace Python;Riff Raff;
0,002430000000000;0,621;378893;0,6830;0,008560000000000;11;0,5250;-5619,000;0;0,2420;124283,00;5;0,0891;1;Monster;Kanye West;
0,533000000000000;0,640;234526;0,8190;0,000000000000000;7;0,1560;-4108,000;1;0,4550;166012,00;4;0,6240;1;OOOUUU;Young M,A,;
0,006310000000000;0,715;213093;0,8330;0,000000000000000;2;0,1640;-5379,000;1;0,1080;95487,00;4;0,6070;1;Return Of The Mack - C & J Street Mix;Mark Morrison;
0,001820000000000;0,700;286160;0,7560;0,711000000000000;2;0,0575;-10714,000;1;0,0575;114,28;4;0,9470;1;Fantastic Man;William Onyeabor;
0,092300000000000;0,789;175240;0,4940;0,000408000000000;1;0,1440;-13702,000;1;0,0456;104593,00;4;0,8320;1;Right Place Wrong Time;Dr, John;
0,375000000000000;0,796;252547;0,8600;0,004570000000000;5;0,0745;-6202,000;0;0,0653;129008,00;3;0,9730;1;Azon de ma gnin kpevi;T, P, Orchestre Poly-Rythmo;
0,018500000000000;0,740;241341;0,8460;0,062400000000000;2;0,2540;-6039,000;1;0,0808;95995,00;4;0,8520;1;Annie;Neon Indian;
0,063800000000000;0,700;224480;0,8400;0,112000000000000;7;0,1410;-6227,000;0;0,0292;132475,00;4;0,7450;1;The Chase;Future Islands;
0,456000000000000;0,514;215613;0,4530;0,000181000000000;6;0,1780;-7062,000;1;0,0267;75548,00;4;0,5320;1;Coming Home;Leon Bridges;
0,128000000000000;0,313;286960;0,7700;0,078700000000000;7;0,0873;-7265,000;1;0,0335;74749,00;4;0,1860;1;Wishes;Beach House;
0,246000000000000;0,676;254769;0,5280;0,000000000000000;7;0,0803;-8699,000;1;0,0366;130073,00;4;0,3010;1;White Iverson;Post Malone;
0,120000000000000;0,532;213622;0,5960;0,000000000000000;11;0,5040;-9912,000;0;0,1870;119296,00;5;0,4860;1;I Know There's Gonna Be (Good Times);Jamie xx;
0,004260000000000;0,646;283067;0,6290;0,277000000000000;8;0,1220;-10775,000;0;0,0427;109013,00;4;0,1760;1;Loud Places;Jamie xx;
0,193000000000000;0,598;238307;0,2520;0,138000000000000;2;0,0992;-15086,000;1;0,0647;120,06;4;0,0359;1;L$D;A$AP Rocky;
0,000392000000000;0,294;311360;0,7860;0,865000000000000;2;0,2720;-3626,000;1;0,0378;81108,00;4;0,1360;1;California Nights;Best Coast;
0,435000000000000;0,622;287427;0,2530;0,471000000000000;2;0,0941;-14,360;1;0,0331;92584,00;4;0,3280;1;Baby;Ariel Pink's Haunted Graffiti;
0,257000000000000;0,559;225347;0,6560;0,000171000000000;9;0,2000;-8699,000;0;0,0469;79638,00;4;0,6710;1;Ain't No Love In The Heart Of The City - Single Version;Bobby Blue Bland;
0,000145000000000;0,540;293646;0,9450;0,753000000000000;9;0,6670;-6,640;1;0,0406;92995,00;4;0,8700;1;Fail to Cry;Yacht Club;
0,273000000000000;0,793;232251;0,7000;0,000000000000000;0;0,1740;-6641,000;0;0,0572;140058,00;4;0,8870;1;Evil Friends (feat, Danny Brown) - Jake One Remix;Portugal, The Man;
0,374000000000000;0,549;223720;0,7150;0,000003500000000;1;0,1700;-11164,000;1;0,0633;82118,00;4;0,7850;1;Ikimiz Bir Fidaniz - Baris K Edit;Umit Aksu Orkestrasi;
0,002660000000000;0,557;186397;0,6070;0,771000000000000;0;0,3300;-10088,000;1;0,0578;73061,00;4;0,2590;1;Sentimental Trash;Sweet Valley;
0,000546000000000;0,597;279240;0,4440;0,051000000000000;2;0,3350;-8,390;0;0,0300;120074,00;4;0,3610;1;Get Away;CHVRCHES;
0,007810000000000;0,879;213786;0,5120;0,000014500000000;0;0,1340;-7,830;1;0,0775;127,95;4;0,2770;1;Look At Wrist;Father;
0,125000000000000;0,726;334173;0,4970;0,890000000000000;10;0,1040;-10742,000;0;0,0433;125004,00;4;0,4720;1;Our Love;Caribou;
0,001580000000000;0,857;134062;0,8310;0,000000000000000;2;0,1540;-4664,000;1;0,0995;106059,00;4;0,2510;1;I Ain't Trippin off Nothin;Ezale;
0,013200000000000;0,807;330920;0,7780;0,666000000000000;0;0,1090;-5485,000;1;0,0399;120001,00;4;0,7970;1;They Don't Know - Original Mix;Disciples;
0,783000000000000;0,596;196627;0,6390;0,569000000000000;0;0,3310;-6546,000;1;0,0300;124012,00;4;0,1970;1;Sabali;Amadou & Mariam;
0,518000000000000;0,683;155133;0,7080;0,000020800000000;4;0,1750;-6852,000;0;0,0289;106446,00;4;0,9670;1;Spooky;Dusty Springfield;
0,054800000000000;0,768;239908;0,8530;0,130000000000000;10;0,0188;-5915,000;0;0,0427;107234,00;4;0,8870;1;Pick Up The Pieces;Average White Band;
0,727000000000000;0,506;160400;0,9480;0,000000000000000;10;0,0904;-5626,000;1;0,1050;130195,00;4;0,9360;1;Have Love Will Travel;The Sonics;
0,000313000000000;0,457;293533;0,9180;0,000215000000000;11;0,7690;-5295,000;0;0,0471;105018,00;4;0,2970;1;Capitol;TR/ST;
0,340000000000000;0,468;286760;0,5800;0,821000000000000;7;0,0737;-8131,000;1;0,0278;76,27;4;0,3240;1;Uncast Shadow Of A Southern Myth;Parquet Courts;
0,470000000000000;0,537;232453;0,4470;0,000018600000000;9;0,0519;-8261,000;1;0,0289;84362,00;3;0,5490;1;I Shall Be Released - Remastered;Nina Simone;
0,855000000000000;0,515;378253;0,2170;0,463000000000000;3;0,5980;-13382,000;0;0,0351;80015,00;4;0,1940;1;Words I Don't Remember;How To Dress Well;
0,005020000000000;0,429;196933;0,7250;0,000015400000000;2;0,2660;-6156,000;1;0,0371;82925,00;4;0,1740;1;To The Top;Twin Shadow;
0,555000000000000;0,791;187210;0,5800;0,001550000000000;8;0,1160;-8377,000;1;0,0588;81678,00;4;0,7330;1;Them Changes (feat, Flying Lotus & Kamasi Washington);Thundercat;
0,186000000000000;0,711;221350;0,7050;0,000000000000000;10;0,1480;-6248,000;0;0,2520;144053,00;4;0,4030;1;Aquafina (feat, GoldLink & Chaz French);Falcons;
0,024900000000000;0,683;201049;0,8240;0,627000000000000;1;0,0533;-8569,000;0;0,2220;154008,00;4;0,9210;1;Hot Blur;How Sad;
0,010800000000000;0,309;257867;0,3250;0,854000000000000;6;0,0742;-16,400;0;0,0366;175,88;4;0,4600;1;Summer Madness;Kool & The Gang;
0,019200000000000;0,619;275533;0,7340;0,263000000000000;5;0,0771;-9366,000;0;0,0343;106034,00;4;0,8530;1;I'm In Love;Fool's Gold;
0,007760000000000;0,898;229897;0,5000;0,292000000000000;1;0,0771;-11089,000;1;0,0571;122281,00;4;0,8680;1;I Need You Tonight;Punkin Machine;
0,170000000000000;0,589;206240;0,7450;0,000406000000000;7;0,3760;-8109,000;1;0,0760;99407,00;4;0,7600;1;Everybody Likes Something Good;Ify Jerry Crusade;
0,022100000000000;0,606;234987;0,6680;0,000016500000000;5;0,0527;-9168,000;0;0,0729;158859,00;4;0,9580;1;Dadje Von O Von Non;Gnonnas PÇdro;
0,039700000000000;0,786;302840;0,5470;0,272000000000000;1;0,0378;-11416,000;1;0,2620;92603,00;4;0,6800;1;Sugah Daddy;D'Angelo;
0,021300000000000;0,734;321933;0,5480;0,000000000000000;11;0,5120;-9682,000;1;0,3860;128289,00;4;0,7200;1;International Players Anthem;Swishahouse;
0,045400000000000;0,812;268421;0,6760;0,000000000000000;1;0,0929;-4502,000;1;0,0491;114047,00;4;0,3990;1;Swerve;ILoveMakonnen;
0,006720000000000;0,876;213246;0,6060;0,000010600000000;0;0,1400;-5471,000;1;0,0645;127975,00;4;0,2490;1;Look At Wrist;Father;
0,004190000000000;0,748;213053;0,7410;0,000000000000000;6;0,1470;-3103,000;1;0,0531;128077,00;4;0,5330;1;My Way (feat, Monty);Fetty Wap;
0,170000000000000;0,615;214150;0,8140;0,000000000000000;9;0,2180;-3903,000;0;0,0677;144005,00;4;0,6010;1;Walk;Kwabs;
0,060400000000000;0,799;333520;0,7890;0,000000000000000;0;0,0338;-8208,000;1;0,0396;116081,00;4;0,8330;1;The Magnificent Seven - Remastered;The Clash;
0,057100000000000;0,398;247390;0,7760;0,017200000000000;9;0,3030;-7388,000;0;0,0374;110815,00;4;0,6890;1;NOBO;Tijuana Panthers;
0,716000000000000;0,685;327227;0,4230;0,518000000000000;11;0,0765;-9031,000;0;0,0475;138034,00;4;0,6490;1;The Gaudy Side of Town;Gayngs;
0,015100000000000;0,706;299799;0,5810;0,000000000000000;9;0,3680;-6492,000;1;0,0550;134009,00;4;0,4630;1;U Mad;Vic Mensa;
0,228000000000000;0,630;315595;0,9800;0,006610000000000;1;0,4870;-4914,000;1;0,0590;108009,00;4;0,8050;1;Slumlord;Neon Indian;
0,017000000000000;0,570;237480;0,7360;0,000057400000000;9;0,1780;-5822,000;1;0,0844;99,86;4;0,2670;1;Leave A Trace;CHVRCHES;
0,247000000000000;0,525;292760;0,6430;0,000000000000000;5;0,1060;-6874,000;0;0,8160;199727,00;4;0,9430;1;Willing & Able;Disclosure;
0,123000000000000;0,698;236760;0,7930;0,000000000000000;1;0,0805;-5332,000;0;0,1050;129948,00;4;0,4600;1;White Girl;Shy Glizzy;
0,007050000000000;0,763;213375;0,7730;0,032000000000000;0;0,7720;-4722,000;1;0,0533;130025,00;4;0,3470;1;Maneuvering;ILoveMakonnen;
0,181000000000000;0,511;160907;0,7690;0,000000000000000;4;0,0921;-7032,000;1;0,0420;129657,00;4;0,8140;1;Be My Baby;The Ronettes;
0,378000000000000;0,506;159253;0,8130;0,029300000000000;4;0,2760;-5,780;1;0,0392;108212,00;4;0,8550;1;Why Don't They Let Us Fall in Love;The Ronettes;
0,677000000000000;0,513;162040;0,4940;0,000064300000000;0;0,1430;-5072,000;1;0,0315;135894,00;4;0,5210;1;Will You Love Me Tomorrow;The Shirelles;
0,488000000000000;0,251;126827;0,8680;0,000007340000000;1;0,8180;-2685,000;1;0,1280;177125,00;4;0,5870;1;One Fine Day;The Chiffons;
0,487000000000000;0,559;111270;0,6330;0,000000000000000;7;0,1640;-3265,000;1;0,0329;72496,00;4;0,8420;1;He's So Fine - 2000 Digital Remaster;The Chiffons;
0,700000000000000;0,431;158685;0,6780;0,000006370000000;4;0,1990;-7945,000;1;0,0365;135919,00;4;0,6320;1;Then He Kissed Me;The Crystals;
0,403000000000000;0,683;142333;0,7100;0,000000000000000;9;0,0860;-7445,000;1;0,1140;128181,00;4;0,9300;1;It's My Party;Lesley Gore;
0,656000000000000;0,780;149440;0,5990;0,000000000000000;2;0,1290;-10251,000;1;0,0329;121198,00;4;0,9670;1;Please Mr, Postman;The Marvelettes;
0,009040000000000;0,614;196352;0,9070;0,000131000000000;4;0,3600;-2536,000;0;0,1430;122906,00;4;0,3540;1;Fiesta - Remix;Bomba EstÇreo;
0,141000000000000;0,661;196615;0,5310;0,000000000000000;7;0,1360;-10113,000;0;0,5480;93287,00;5;0,6570;1;Queen's Speech 4;Lady Leshurr;
0,119000000000000;0,564;213622;0,5940;0,000000000000000;11;0,5360;-9912,000;0;0,1550;89394,00;4;0,4890;1;I Know There's Gonna Be (Good Times);Jamie xx;
0,065900000000000;0,751;202533;0,5970;0,000000000000000;9;0,0881;-6,590;0;0,1250;123997,00;4;0,1680;1;With That (feat, Duke);Young Thug;
0,002570000000000;0,896;267024;0,6230;0,000258000000000;2;0,0390;-8008,000;1;0,0571;134962,00;4;0,5640;1;Hotline Bling;Drake;
0,002560000000000;0,618;196693;0,7170;0,000000000000000;7;0,6250;-5738,000;1;0,3180;190,05;4;0,6010;1;679 (feat, Remy Boyz);Fetty Wap;
0,024400000000000;0,746;222093;0,8730;0,000000000000000;7;0,3540;-3803,000;1;0,1280;148075,00;4;0,8080;1;Trap Queen;Fetty Wap;
0,013000000000000;0,888;200080;0,4830;0,000004850000000;6;0,0926;-7797,000;1;0,1540;125008,00;4;0,2210;1;No Type;Rae Sremmurd;
0,012700000000000;0,443;318750;0,6450;0,952000000000000;6;0,1220;-6,240;1;0,0515;128044,00;4;0,1380;1;Chasing Heaven;Bassnectar;
0,009430000000000;0,507;282273;0,9340;0,001800000000000;8;0,2220;-2325,000;0;0,1880;175954,00;4;0,4720;1;Speakerbox (feat, Lafa Taylor);Bassnectar;
0,000758000000000;0,695;253773;0,9120;0,000103000000000;10;0,3020;-3331,000;0;0,1930;160043,00;4;0,6120;1;Movin' Bass - GTA Remix;Rick Ross;
0,674000000000000;0,462;226333;0,4490;0,000632000000000;0;0,0993;-9271,000;0;0,0916;209686,00;4;0,7480;1;Danger and Dread;Brown Bird;
0,016100000000000;0,526;241440;0,7120;0,000000000000000;11;0,1790;-6525,000;0;0,0356;105009,00;4;0,2990;1;Midnight City;M83;
0,021900000000000;0,735;269817;0,6410;0,890000000000000;7;0,1680;-6177,000;0;0,0284;105993,00;4;0,8860;1;Hercules Theme;Hercules & Love Affair;
0,045200000000000;0,746;238146;0,4160;0,000077700000000;11;0,1200;-6607,000;1;0,0482;132036,00;4;0,2160;1;Rewind;Kelela;
0,055100000000000;0,547;251093;0,6430;0,000000000000000;1;0,2670;-8904,000;1;0,2270;143064,00;4;0,1870;1;My Sub (Pt, 2: The Jackin') - Album Version (Edited);Big K,R,I,T,;
0,022400000000000;0,634;221960;0,6090;0,000000000000000;6;0,0990;-8982,000;1;0,1720;83021,00;4;0,6590;1;Kush;Lil Wayne;
0,244000000000000;0,607;253800;0,4880;0,000177000000000;8;0,1130;-8704,000;1;0,1930;77021,00;4;0,1600;1;9;Willow;
0,066800000000000;0,704;199246;0,6470;0,000001930000000;10;0,1010;-7874,000;0;0,1710;92002,00;4;0,6940;1;Magnets;Disclosure;
0,000071900000000;0,558;258187;0,6420;0,007460000000000;5;0,2010;-5206,000;0;0,0321;99977,00;4;0,4920;1;Don't Move;Phantogram;
0,022700000000000;0,698;248053;0,8040;0,059900000000000;4;0,5660;-6616,000;1;0,1110;92001,00;4;0,7860;1;Pussy;Brazilian Girls;
0,103000000000000;0,772;191160;0,5820;0,000066100000000;4;0,3230;-5,960;0;0,3090;172,03;4;0,5640;1;Black Mags;The Cool Kids;
0,095600000000000;0,788;238467;0,8640;0,000000000000000;11;0,3350;-5767,000;1;0,0335;133295,00;4;0,6780;1;Stay Fly - Explicit Album Version;Three 6 Mafia;
0,009190000000000;0,944;261973;0,8390;0,000000000000000;11;0,0921;-4141,000;1;0,1080;136019,00;4;0,8910;1;Sippin On Some Syrup;Three 6 Mafia;
0,354000000000000;0,729;176880;0,7950;0,000000000000000;7;0,5360;-4579,000;1;0,1440;146747,00;4;0,8530;1;Poppin' My Collar - feat, Project Pat - Explicit;Three 6 Mafia;
0,004690000000000;0,721;228933;0,6210;0,010300000000000;1;0,1990;-4378,000;1;0,3060;159967,00;4;0,5780;1;Sittin' Sidewayz - feat, Big Pokey Explicit;Paul Wall;
0,001020000000000;0,798;227587;0,7510;0,000003220000000;1;0,0271;-6335,000;1;0,2630;162003,00;4;0,4820;1;Gold and a Pager;The Cool Kids;
0,051200000000000;0,851;224653;0,3870;0,000000000000000;0;0,0996;-13584,000;1;0,3340;116629,00;4;0,3650;1;Smell Yo D*ck;Riskay;
0,025200000000000;0,340;147467;0,8050;0,000000000000000;7;0,1380;-3397,000;1;0,0387;167922,00;4;0,6540;1;Don'Äôt Wanna Lose;Ex Hex;
0,221000000000000;0,767;194066;0,8910;0,072300000000000;4;0,0935;-6426,000;1;0,0402;122026,00;4;0,7790;1;Endless Rhythm;Baio;
0,937000000000000;0,772;220093;0,6350;0,018000000000000;0;0,0961;-8412,000;1;0,0536;168039,00;4;0,5920;1;Demon;Shamir;
0,000021300000000;0,259;150920;0,8470;0,823000000000000;2;0,1330;-6298,000;1;0,0332;150162,00;4;0,6820;1;Nothing Ever Happened;Deerhunter;
0,284000000000000;0,633;226747;0,7700;0,000000000000000;10;0,3080;-6954,000;0;0,3270;149,97;4;0,3240;1;Oh My Darling Don't Meow (Just Blaze Remix);Run The Jewels;
0,096200000000000;0,654;252095;0,2920;0,003100000000000;2;0,1060;-12977,000;1;0,4740;153547,00;4;0,1110;1;River;Ibeyi;
0,334000000000000;0,726;221787;0,5830;0,001350000000000;0;0,1220;-6434,000;0;0,2300;140943,00;4;0,4800;1;The Buzz (feat, Mataya & Young Tapz);Hermitude;
0,064800000000000;0,855;310907;0,6380;0,000000000000000;9;0,1620;-4968,000;0;0,1430;122967,00;4;0,4330;1;All Day;Kanye West;
0,185000000000000;0,704;282253;0,4310;0,097200000000000;8;0,2490;-7893,000;1;0,1310;146003,00;4;0,3490;1;Blood On the Money;Future;
0,689000000000000;0,658;238560;0,1790;0,000000000000000;8;0,1700;-10866,000;1;0,0448;128128,00;4;0,1970;1;River;Leon Bridges;
0,000472000000000;0,502;244204;0,8330;0,043000000000000;2;0,3520;-4982,000;1;0,0638;142053,00;4;0,5930;1;Trust Me Danny;ILoveMakonnen;
0,001570000000000;0,790;217707;0,6760;0,000000000000000;8;0,2500;-6432,000;0;0,2710;132002,00;4;0,3140;1;Big Rings;Drake;
0,023300000000000;0,738;242188;0,8490;0,031700000000000;2;0,3090;-6246,000;1;0,0822;95987,00;4;0,8630;1;Annie;Neon Indian;
0,073400000000000;0,791;219333;0,7790;0,000000000000000;7;0,0832;-5972,000;1;0,2350;110037,00;4;0,5810;1;Alright;Kendrick Lamar;
0,190000000000000;0,735;275840;0,4100;0,000000000000000;11;0,3410;-8735,000;0;0,2000;114812,00;4;0,1600;1;Know Yourself;Drake;
0,188000000000000;0,556;294360;0,5820;0,911000000000000;6;0,2290;-10,650;0;0,0357;131023,00;4;0,5160;1;Deicide;Crystal Castles;
0,461000000000000;0,427;206387;0,4650;0,000055200000000;6;0,1540;-6595,000;1;0,0291;112137,00;3;0,4620;1;Coming Home;Leon Bridges;
0,011100000000000;0,563;176361;0,8100;0,000027100000000;8;0,1420;-9158,000;1;0,0372;99996,00;4;0,7670;1;Hercules Theme 2014;Hercules & Love Affair;
0,049600000000000;0,753;256320;0,7080;0,012300000000000;6;0,0872;-7217,000;0;0,2230;115004,00;4;0,4450;1;Forever;Majid Jordan;
0,149000000000000;0,785;262979;0,7640;0,813000000000000;4;0,2010;-5245,000;0;0,0400;93984,00;4;0,9610;1;Next to You;Poolside;
0,068200000000000;0,557;293910;0,6080;0,026300000000000;5;0,1960;-7657,000;0;0,0862;109,67;4;0,2110;1;Papi Pacify;FKA twigs;
0,489000000000000;0,594;235693;0,4200;0,004520000000000;4;0,0833;-8467,000;0;0,0310;140,04;4;0,3110;1;Magnolia;Young & Sick;
0,000259000000000;0,644;237120;0,7580;0,070800000000000;5;0,0726;-7859,000;1;0,0458;108,99;4;0,7520;1;Dark Matter;Feathers;
0,217000000000000;0,704;185437;0,6570;0,000118000000000;10;0,0888;-7172,000;0;0,3500;150058,00;4;0,8040;1;Callie (feat, Vic Mensa);Donnie Trumpet;
0,047200000000000;0,849;217693;0,4080;0,000000000000000;6;0,1010;-8,670;0;0,2840;99876,00;4;0,3370;1;Wu-Tang Forever;Drake;
0,228000000000000;0,628;260947;0,5680;0,018300000000000;10;0,0906;-10695,000;1;0,1400;191404,00;4;0,6180;1;Fame (2007 Remastered);David Bowie;
0,006890000000000;0,717;224933;0,8620;0,000000000000000;8;0,3210;-4736,000;1;0,0540;130021,00;4;0,5120;1;We Dem Boyz;Wiz Khalifa;
0,010900000000000;0,584;243480;0,6800;0,000001030000000;9;0,1290;-4685,000;0;0,0524;104,89;4;0,3260;1;Ego Free Sex Free;Autre Ne Veut;
0,024600000000000;0,586;274133;0,8060;0,000167000000000;1;0,3530;-9542,000;1;0,0548;110325,00;4;0,2070;1;Her Fantasy;Matthew Dear;
0,037000000000000;0,807;250130;0,7850;0,000763000000000;8;0,1800;-7928,000;1;0,1480;124051,00;4;0,4210;1;Confess To Me;Disclosure;
0,078900000000000;0,577;155881;0,9410;0,207000000000000;10;0,3420;-4338,000;1;0,0422;99995,00;4;0,3810;1;Let Me Show You Love;Cut Copy;
0,141000000000000;0,500;256093;0,5930;0,000006210000000;1;0,0969;-4,340;1;0,0898;68456,00;4;0,3250;1;New Slaves;Kanye West;
0,108000000000000;0,804;336160;0,7080;0,063600000000000;10;0,0528;-5099,000;0;0,0394;141996,00;4;0,9660;1;Sexy Socialite;Chromeo;
0,010800000000000;0,787;273853;0,6580;0,015200000000000;8;0,1300;-5379,000;0;0,0324;110983,00;4;0,8670;1;Okay;Holy Ghost!;
0,010700000000000;0,246;230230;0,7840;0,000005710000000;5;0,0825;-5004,000;1;0,0529;153027,00;4;0,1890;1;Weight;Mikal Cronin;
0,010700000000000;0,882;284027;0,7430;0,001520000000000;7;0,3270;-6972,000;1;0,1410;123,97;4;0,6780;1;When A Fire Starts To Burn;Disclosure;
0,031500000000000;0,628;308527;0,8240;0,543000000000000;0;0,0999;-7983,000;1;0,1120;122,01;4;0,8600;1;When A Fire Starts To Burn - Midland Remix;Disclosure;
